N,d,VFL TeamName,R,W,D,L,G,S,a,b,c,d,e,f,g,h,S,A,B,C,D,E,F,G,H,S,q,r,x,T,season
10,1,VFL Paris,12,4,3,5,17,:,18,-1,15,6,3,2,1,13,:,10,3,11,6,1,1,4,4,:,8,-4,4,,Season 58803
11,-1,VFL Brussels,12,2,5,5,12,:,14,-2,11,6,1,3,2,5,:,5,0,6,6,1,2,3,7,:,9,-2,5,,Season 58803
12,1,VFL Stockholm,12,3,2,7,13,:,22,-9,11,6,1,2,3,5,:,11,-6,5,6,2,0,4,8,:,11,-3,6,,Season 58803
13,0,VFL Vienna,12,2,4,6,12,:,21,-9,10,6,2,2,2,9,:,9,0,8,6,0,2,4,3,:,12,-9,2,,Season 58803
14,0,VFL Bern,12,2,4,6,9,:,20,-11,10,6,2,2,2,6,:,6,0,8,6,0,2,4,3,:,14,-11,2,,Season 58803
15,0,VFL Ankara,12,2,4,6,10,:,23,-13,10,6,1,3,2,3,:,7,-4,6,6,1,1,4,7,:,16,-9,4,,Season 58803
16,0,VFL Athens,12,1,5,6,14,:,27,-13,8,6,0,3,3,7,:,13,-6,3,6,1,2,3,7,:,14,-7,5,,Season 58803
1,0,VFL Berlin,13,11,2,0,32,:,7,25,35,6,6,0,0,19,:,4,15,18,7,5,2,0,13,:,3,10,17,,Season 58803
2,0,VFL Lisbon,13,8,1,4,21,:,13,8,25,7,6,0,1,13,:,2,11,18,6,2,1,3,8,:,11,-3,7,,Season 58803
3,0,VFL Oslo,13,8,1,4,27,:,23,4,25,7,5,0,2,17,:,12,5,15,6,3,1,2,10,:,11,-1,10,,Season 58803
4,0,VFL Amsterdam,13,7,3,3,23,:,13,10,24,7,3,2,2,11,:,8,3,11,6,4,1,1,12,:,5,7,13,,Season 58803
5,-1,VFL Rome,13,5,5,3,20,:,15,5,20,7,4,2,1,14,:,6,8,14,6,1,3,2,6,:,9,-3,6,,Season 58803
6,1,VFL Copenhagen,13,5,5,3,17,:,14,3,20,7,3,2,2,12,:,9,3,11,6,2,3,1,5,:,5,0,9,,Season 58803
7,-1,VFL Madrid,13,6,2,5,26,:,25,1,20,6,4,1,1,14,:,8,6,13,7,2,1,4,12,:,17,-5,7,,Season 58803
8,1,VFL London,13,5,4,4,21,:,13,8,19,7,3,2,2,12,:,6,6,11,6,2,2,2,9,:,7,2,8,,Season 58803
9,0,VFL Edinburgh,13,4,4,5,14,:,16,-2,16,6,4,1,1,8,:,5,3,13,7,0,3,4,6,:,11,-5,3,,Season 58803
10,0,VFL Paris,13,4,3,6,17,:,19,-2,15,6,3,2,1,13,:,10,3,11,7,1,1,5,4,:,9,-5,4,,Season 58803
11,-1,VFL Bern,13,3,4,6,11,:,21,-10,13,7,3,2,2,8,:,7,1,11,6,0,2,4,3,:,14,-11,2,,Season 58803
12,1,VFL Brussels,13,2,5,6,13,:,16,-3,11,6,1,3,2,5,:,5,0,6,7,1,2,4,8,:,11,-3,5,,Season 58803
13,0,VFL Vienna,13,2,5,6,13,:,22,-9,11,7,2,3,2,10,:,10,0,9,6,0,2,4,3,:,12,-9,2,,Season 58803
14,1,VFL Stockholm,13,3,2,8,14,:,24,-10,11,6,1,2,3,5,:,11,-6,5,7,2,0,5,9,:,13,-4,6,,Season 58803
15,0,VFL Ankara,13,2,4,7,10,:,25,-15,10,6,1,3,2,3,:,7,-4,6,7,1,1,5,7,:,18,-11,4,,Season 58803
16,0,VFL Athens,13,1,6,6,15,:,28,-13,9,6,0,3,3,7,:,13,-6,3,7,1,3,3,8,:,15,-7,6,,Season 58803
1,0,VFL Berlin,14,12,2,0,35,:,8,27,38,7,7,0,0,22,:,5,17,21,7,5,2,0,13,:,3,10,17,,Season 58803
2,-1,VFL Oslo,14,9,1,4,31,:,25,6,28,7,5,0,2,17,:,12,5,15,7,4,1,2,14,:,13,1,13,,Season 58803
3,1,VFL Lisbon,14,8,2,4,21,:,13,8,26,7,6,0,1,13,:,2,11,18,7,2,2,3,8,:,11,-3,8,,Season 58803
4,0,VFL Amsterdam,14,7,3,4,24,:,16,8,24,7,3,2,2,11,:,8,3,11,7,4,1,2,13,:,8,5,13,,Season 58803
5,0,VFL Rome,14,6,5,3,23,:,17,6,23,7,4,2,1,14,:,6,8,14,7,2,3,2,9,:,11,-2,9,,Season 58803
6,-1,VFL London,14,6,4,4,24,:,15,9,22,7,3,2,2,12,:,6,6,11,7,3,2,2,12,:,9,3,11,,Season 58803
7,1,VFL Copenhagen,14,5,5,4,17,:,16,1,20,7,3,2,2,12,:,9,3,11,7,2,3,2,5,:,7,-2,9,,Season 58803
8,1,VFL Madrid,14,6,2,6,28,:,28,0,20,7,4,1,2,16,:,11,5,13,7,2,1,4,12,:,17,-5,7,,Season 58803
9,0,VFL Edinburgh,14,5,4,5,16,:,16,0,19,7,5,1,1,10,:,5,5,16,7,0,3,4,6,:,11,-5,3,,Season 58803
10,-1,VFL Bern,14,4,4,6,13,:,21,-8,16,7,3,2,2,8,:,7,1,11,7,1,2,4,5,:,14,-9,5,,Season 58803
11,1,VFL Paris,14,4,3,7,17,:,21,-4,15,7,3,2,2,13,:,12,1,11,7,1,1,5,4,:,9,-5,4,,Season 58803
12,0,VFL Brussels,14,3,5,6,14,:,16,-2,14,7,2,3,2,6,:,5,1,9,7,1,2,4,8,:,11,-3,5,,Season 58803
13,0,VFL Vienna,14,2,5,7,13,:,23,-10,11,7,2,3,2,10,:,10,0,9,7,0,2,5,3,:,13,-10,2,,Season 58803
14,0,VFL Stockholm,14,3,2,9,16,:,28,-12,11,7,1,2,4,7,:,15,-8,5,7,2,0,5,9,:,13,-4,6,,Season 58803
15,0,VFL Ankara,14,2,5,7,10,:,25,-15,11,7,1,4,2,3,:,7,-4,7,7,1,1,5,7,:,18,-11,4,,Season 58803
16,0,VFL Athens,14,1,6,7,17,:,31,-14,9,7,0,3,4,9,:,16,-7,3,7,1,3,3,8,:,15,-7,6,,Season 58803
1,0,VFL Berlin,15,13,2,0,37,:,9,28,41,7,7,0,0,22,:,5,17,21,8,6,2,0,15,:,4,11,20,,Season 58803
2,0,VFL Oslo,15,10,1,4,33,:,26,7,31,8,6,0,2,19,:,13,6,18,7,4,1,2,14,:,13,1,13,,Season 58803
3,0,VFL Lisbon,15,9,2,4,23,:,13,10,29,7,6,0,1,13,:,2,11,18,8,3,2,3,10,:,11,-1,11,,Season 58803
4,0,VFL Amsterdam,15,8,3,4,26,:,17,9,27,8,4,2,2,13,:,9,4,14,7,4,1,2,13,:,8,5,13,,Season 58803
5,-1,VFL London,15,7,4,4,29,:,15,14,25,8,4,2,2,17,:,6,11,14,7,3,2,2,12,:,9,3,11,,Season 58803
6,1,VFL Rome,15,6,6,3,23,:,17,6,24,8,4,3,1,14,:,6,8,15,7,2,3,2,9,:,11,-2,9,,Season 58803
7,-1,VFL Madrid,15,6,2,7,29,:,30,-1,20,7,4,1,2,16,:,11,5,13,8,2,1,5,13,:,19,-6,7,,Season 58803
8,1,VFL Copenhagen,15,5,5,5,17,:,18,-1,20,8,3,2,3,12,:,11,1,11,7,2,3,2,5,:,7,-2,9,,Season 58803
9,0,VFL Edinburgh,15,5,4,6,16,:,21,-5,19,7,5,1,1,10,:,5,5,16,8,0,3,5,6,:,16,-10,3,,Season 58803
10,0,VFL Bern,15,4,4,7,14,:,23,-9,16,8,3,2,3,9,:,9,0,11,7,1,2,4,5,:,14,-9,5,,Season 58803
11,-1,VFL Brussels,15,3,6,6,14,:,16,-2,15,7,2,3,2,6,:,5,1,9,8,1,3,4,8,:,11,-3,6,,Season 58803
12,1,VFL Paris,15,4,3,8,18,:,23,-5,15,7,3,2,2,13,:,12,1,11,8,1,1,6,5,:,11,-6,4,,Season 58803
13,0,VFL Vienna,15,3,5,7,15,:,24,-9,14,8,3,3,2,12,:,11,1,12,7,0,2,5,3,:,13,-10,2,,Season 58803
14,-1,VFL Ankara,15,2,6,7,11,:,26,-15,12,7,1,4,2,3,:,7,-4,7,8,1,2,5,8,:,19,-11,5,,Season 58803
15,1,VFL Stockholm,15,3,2,10,17,:,30,-13,11,7,1,2,4,7,:,15,-8,5,8,2,0,6,10,:,15,-5,6,,Season 58803
16,0,VFL Athens,15,1,7,7,18,:,32,-14,10,8,0,4,4,10,:,17,-7,4,7,1,3,3,8,:,15,-7,6,,Season 58803
1,0,VFL Berlin,16,13,2,1,38,:,13,25,41,7,7,0,0,22,:,5,17,21,9,6,2,1,16,:,8,8,20,,Season 58803
2,0,VFL Oslo,16,11,1,4,37,:,27,10,34,9,7,0,2,23,:,14,9,21,7,4,1,2,14,:,13,1,13,,Season 58803
3,-1,VFL Amsterdam,16,9,3,4,29,:,17,12,30,9,5,2,2,16,:,9,7,17,7,4,1,2,13,:,8,5,13,,Season 58803
4,1,VFL Lisbon,16,9,3,4,26,:,16,10,30,7,6,0,1,13,:,2,11,18,9,3,3,3,13,:,14,-1,12,,Season 58803
5,0,VFL London,16,7,5,4,32,:,18,14,26,9,4,3,2,20,:,9,11,15,7,3,2,2,12,:,9,3,11,,Season 58803
6,0,VFL Rome,16,6,6,4,25,:,22,3,24,9,4,3,2,16,:,11,5,15,7,2,3,2,9,:,11,-2,9,,Season 58803
7,-1,VFL Copenhagen,16,5,6,5,17,:,18,-1,21,8,3,2,3,12,:,11,1,11,8,2,4,2,5,:,7,-2,10,,Season 58803
8,1,VFL Madrid,16,6,2,8,31,:,33,-2,20,7,4,1,2,16,:,11,5,13,9,2,1,6,15,:,22,-7,7,,Season 58803
9,-1,VFL Bern,16,5,4,7,17,:,25,-8,19,9,4,2,3,12,:,11,1,14,7,1,2,4,5,:,14,-9,5,,Season 58803
10,1,VFL Edinburgh,16,5,4,7,16,:,24,-8,19,7,5,1,1,10,:,5,5,16,9,0,3,6,6,:,19,-13,3,,Season 58803
11,-1,VFL Vienna,16,4,5,7,17,:,24,-7,17,9,4,3,2,14,:,11,3,15,7,0,2,5,3,:,13,-10,2,,Season 58803
12,1,VFL Brussels,16,3,6,7,14,:,18,-4,15,7,2,3,2,6,:,5,1,9,9,1,3,5,8,:,13,-5,6,,Season 58803
13,1,VFL Paris,16,4,3,9,18,:,25,-7,15,7,3,2,2,13,:,12,1,11,9,1,1,7,5,:,13,-8,4,,Season 58803
14,-1,VFL Stockholm,16,4,2,10,22,:,32,-10,14,7,1,2,4,7,:,15,-8,5,9,3,0,6,15,:,17,-2,9,,Season 58803
15,-1,VFL Athens,16,2,7,7,20,:,32,-12,13,9,1,4,4,12,:,17,-5,7,7,1,3,3,8,:,15,-7,6,,Season 58803
16,1,VFL Ankara,16,2,7,7,11,:,26,-15,13,8,1,5,2,3,:,7,-4,8,8,1,2,5,8,:,19,-11,5,,Season 58803
1,0,VFL Berlin,17,14,2,1,43,:,13,30,44,8,8,0,0,27,:,5,22,24,9,6,2,1,16,:,8,8,20,,Season 58803
2,0,VFL Oslo,17,12,1,4,38,:,27,11,37,9,7,0,2,23,:,14,9,21,8,5,1,2,15,:,13,2,16,,Season 58803
3,-1,VFL Lisbon,17,10,3,4,29,:,16,13,33,8,7,0,1,16,:,2,14,21,9,3,3,3,13,:,14,-1,12,,Season 58803
4,1,VFL Amsterdam,17,9,3,5,29,:,20,9,30,9,5,2,2,16,:,9,7,17,8,4,1,3,13,:,11,2,13,,Season 58803
5,0,VFL London,17,8,5,4,33,:,18,15,29,9,4,3,2,20,:,9,11,15,8,4,2,2,13,:,9,4,14,,Season 58803
6,0,VFL Rome,17,7,6,4,28,:,24,4,27,9,4,3,2,16,:,11,5,15,8,3,3,2,12,:,13,-1,12,,Season 58803
7,-1,VFL Edinburgh,17,6,4,7,19,:,25,-6,22,8,6,1,1,13,:,6,7,19,9,0,3,6,6,:,19,-13,3,,Season 58803
8,1,VFL Copenhagen,17,5,6,6,17,:,19,-2,21,9,3,2,4,12,:,12,0,11,8,2,4,2,5,:,7,-2,10,,Season 58803
9,1,VFL Madrid,17,6,2,9,31,:,34,-3,20,8,4,1,3,16,:,12,4,13,9,2,1,6,15,:,22,-7,7,,Season 58803
10,1,VFL Bern,17,5,4,8,18,:,28,-10,19,9,4,2,3,12,:,11,1,14,8,1,2,5,6,:,17,-11,5,,Season 58803
11,-1,VFL Brussels,17,4,6,7,17,:,19,-2,18,8,3,3,2,9,:,6,3,12,9,1,3,5,8,:,13,-5,6,,Season 58803
12,1,VFL Vienna,17,4,5,8,17,:,29,-12,17,9,4,3,2,14,:,11,3,15,8,0,2,6,3,:,18,-15,2,,Season 58803
13,-1,VFL Athens,17,3,7,7,22,:,33,-11,16,9,1,4,4,12,:,17,-5,7,8,2,3,3,10,:,16,-6,9,,Season 58803
14,1,VFL Paris,17,4,3,10,20,:,28,-8,15,8,3,2,3,15,:,15,0,11,9,1,1,7,5,:,13,-8,4,,Season 58803
15,1,VFL Stockholm,17,4,2,11,23,:,34,-11,14,8,1,2,5,8,:,17,-9,5,9,3,0,6,15,:,17,-2,9,,Season 58803
16,0,VFL Ankara,17,2,7,8,12,:,29,-17,13,8,1,5,2,3,:,7,-4,8,9,1,2,6,9,:,22,-13,5,,Season 58803
1,0,VFL Berlin,18,14,2,2,44,:,15,29,44,8,8,0,0,27,:,5,22,24,10,6,2,2,17,:,10,7,20,,Season 58803
2,0,VFL Oslo,18,12,2,4,38,:,27,11,38,10,7,1,2,23,:,14,9,22,8,5,1,2,15,:,13,2,16,,Season 58803
3,0,VFL Lisbon,18,11,3,4,31,:,17,14,36,8,7,0,1,16,:,2,14,21,10,4,3,3,15,:,15,0,15,,Season 58803
4,0,VFL Amsterdam,18,10,3,5,31,:,20,11,33,10,6,2,2,18,:,9,9,20,8,4,1,3,13,:,11,2,13,,Season 58803
5,0,VFL London,18,9,5,4,35,:,18,17,32,9,4,3,2,20,:,9,11,15,9,5,2,2,15,:,9,6,17,,Season 58803
6,0,VFL Rome,18,8,6,4,30,:,25,5,30,10,5,3,2,18,:,12,6,18,8,3,3,2,12,:,13,-1,12,,Season 58803
7,0,VFL Edinburgh,18,6,5,7,19,:,25,-6,23,8,6,1,1,13,:,6,7,19,10,0,4,6,6,:,19,-13,4,,Season 58803
8,0,VFL Copenhagen,18,5,6,7,17,:,21,-4,21,9,3,2,4,12,:,12,0,11,9,2,4,3,5,:,9,-4,10,,Season 58803
9,0,VFL Madrid,18,6,2,10,33,:,37,-4,20,8,4,1,3,16,:,12,4,13,10,2,1,7,17,:,25,-8,7,,Season 58803
10,-1,VFL Vienna,18,5,5,8,20,:,31,-11,20,10,5,3,2,17,:,13,4,18,8,0,2,6,3,:,18,-15,2,,Season 58803
11,0,VFL Brussels,18,4,7,7,18,:,20,-2,19,9,3,4,2,10,:,7,3,13,9,1,3,5,8,:,13,-5,6,,Season 58803
12,1,VFL Bern,18,5,4,9,19,:,30,-11,19,10,4,2,4,13,:,13,0,14,8,1,2,5,6,:,17,-11,5,,Season 58803
13,0,VFL Athens,18,3,8,7,22,:,33,-11,17,10,1,5,4,12,:,17,-5,8,8,2,3,3,10,:,16,-6,9,,Season 58803
14,0,VFL Paris,18,4,4,10,20,:,28,-8,16,8,3,2,3,15,:,15,0,11,10,1,2,7,5,:,13,-8,5,,Season 58803
15,0,VFL Stockholm,18,4,3,11,24,:,35,-11,15,8,1,2,5,8,:,17,-9,5,10,3,1,6,16,:,18,-2,10,,Season 58803
16,0,VFL Ankara,18,2,7,9,12,:,31,-19,13,9,1,5,3,3,:,9,-6,8,9,1,2,6,9,:,22,-13,5,,Season 58803
1,0,VFL Berlin,19,14,2,3,44,:,17,27,44,9,8,0,1,27,:,7,20,24,10,6,2,2,17,:,10,7,20,,Season 58803
2,0,VFL Oslo,19,12,3,4,39,:,28,11,39,10,7,1,2,23,:,14,9,22,9,5,2,2,16,:,14,2,17,,Season 58803
3,0,VFL Lisbon,19,11,4,4,32,:,18,14,37,9,7,1,1,17,:,3,14,22,10,4,3,3,15,:,15,0,15,,Season 58803
4,-1,VFL London,19,10,5,4,36,:,18,18,35,10,5,3,2,21,:,9,12,18,9,5,2,2,15,:,9,6,17,,Season 58803
5,1,VFL Amsterdam,19,10,3,6,31,:,21,10,33,10,6,2,2,18,:,9,9,20,9,4,1,4,13,:,12,1,13,,Season 58803
6,0,VFL Rome,19,9,6,4,33,:,27,6,33,10,5,3,2,18,:,12,6,18,9,4,3,2,15,:,15,0,15,,Season 58803
7,0,VFL Edinburgh,19,7,5,7,22,:,26,-4,26,9,7,1,1,16,:,7,9,22,10,0,4,6,6,:,19,-13,4,,Season 58803
8,0,VFL Copenhagen,19,6,6,7,18,:,21,-3,24,10,4,2,4,13,:,12,1,14,9,2,4,3,5,:,9,-4,10,,Season 58803
9,-1,VFL Brussels,19,4,8,7,18,:,20,-2,20,9,3,4,2,10,:,7,3,13,10,1,4,5,8,:,13,-5,7,,Season 58803
10,1,VFL Madrid,19,6,2,11,35,:,40,-5,20,9,4,1,4,18,:,15,3,13,10,2,1,7,17,:,25,-8,7,,Season 58803
11,-1,VFL Athens,19,4,8,7,24,:,33,-9,20,10,1,5,4,12,:,17,-5,8,9,3,3,3,12,:,16,-4,12,,Season 58803
12,1,VFL Vienna,19,5,5,9,21,:,34,-13,20,10,5,3,2,17,:,13,4,18,9,0,2,7,4,:,21,-17,2,,Season 58803
13,1,VFL Bern,19,5,4,10,19,:,31,-12,19,10,4,2,4,13,:,13,0,14,9,1,2,6,6,:,18,-12,5,,Season 58803
14,0,VFL Paris,19,4,5,10,20,:,28,-8,17,9,3,3,3,15,:,15,0,12,10,1,2,7,5,:,13,-8,5,,Season 58803
15,-1,VFL Ankara,19,3,7,9,15,:,33,-18,16,9,1,5,3,3,:,9,-6,8,10,2,2,6,12,:,24,-12,8,,Season 58803
16,1,VFL Stockholm,19,4,3,12,26,:,38,-12,15,9,1,2,6,10,:,20,-10,5,10,3,1,6,16,:,18,-2,10,,Season 58803
1,0,VFL Berlin,20,14,2,4,45,:,20,25,44,9,8,0,1,27,:,7,20,24,11,6,2,3,18,:,13,5,20,,Season 58803
2,0,VFL Oslo,20,13,3,4,40,:,28,12,42,11,8,1,2,24,:,14,10,25,9,5,2,2,16,:,14,2,17,,Season 58803
3,-1,VFL London,20,11,5,4,39,:,19,20,38,10,5,3,2,21,:,9,12,18,10,6,2,2,18,:,10,8,20,,Season 58803
4,1,VFL Lisbon,20,11,5,4,33,:,19,14,38,9,7,1,1,17,:,3,14,22,11,4,4,3,16,:,16,0,16,,Season 58803
5,-1,VFL Rome,20,10,6,4,35,:,28,7,36,11,6,3,2,20,:,13,7,21,9,4,3,2,15,:,15,0,15,,Season 58803
6,1,VFL Amsterdam,20,10,4,6,32,:,22,10,34,10,6,2,2,18,:,9,9,20,10,4,2,4,14,:,13,1,14,,Season 58803
7,0,VFL Edinburgh,20,7,5,8,23,:,28,-5,26,9,7,1,1,16,:,7,9,22,11,0,4,7,7,:,21,-14,4,,Season 58803
8,0,VFL Copenhagen,20,6,6,8,18,:,22,-4,24,10,4,2,4,13,:,12,1,14,10,2,4,4,5,:,10,-5,10,,Season 58803
9,0,VFL Brussels,20,5,8,7,21,:,21,0,23,10,4,4,2,13,:,8,5,16,10,1,4,5,8,:,13,-5,7,,Season 58803
10,0,VFL Madrid,20,7,2,11,39,:,43,-4,23,9,4,1,4,18,:,15,3,13,11,3,1,7,21,:,28,-7,10,,Season 58803
11,-1,VFL Vienna,20,5,6,9,22,:,35,-13,21,11,5,4,2,18,:,14,4,19,9,0,2,7,4,:,21,-17,2,,Season 58803
12,-1,VFL Paris,20,5,5,10,23,:,30,-7,20,9,3,3,3,15,:,15,0,12,11,2,2,7,8,:,15,-7,8,,Season 58803
13,1,VFL Athens,20,4,8,8,27,:,37,-10,20,11,1,5,5,15,:,21,-6,8,9,3,3,3,12,:,16,-4,12,,Season 58803
14,1,VFL Bern,20,5,4,11,20,:,34,-14,19,11,4,2,5,14,:,16,-2,14,9,1,2,6,6,:,18,-12,5,,Season 58803
15,0,VFL Ankara,20,3,8,9,16,:,34,-18,17,10,1,6,3,4,:,10,-6,9,10,2,2,6,12,:,24,-12,8,,Season 58803
16,0,VFL Stockholm,20,4,3,13,28,:,41,-13,15,10,1,2,7,12,:,23,-11,5,10,3,1,6,16,:,18,-2,10,,Season 58803
1,0,VFL Berlin,21,15,2,4,50,:,20,30,47,10,9,0,1,32,:,7,25,27,11,6,2,3,18,:,13,5,20,,Season 58803
2,0,VFL Oslo,21,13,4,4,41,:,29,12,43,11,8,1,2,24,:,14,10,25,10,5,3,2,17,:,15,2,18,,Season 58803
3,0,VFL London,21,11,6,4,40,:,20,20,39,11,5,4,2,22,:,10,12,19,10,6,2,2,18,:,10,8,20,,Season 58803
4,0,VFL Lisbon,21,11,6,4,34,:,20,14,39,10,7,2,1,18,:,4,14,23,11,4,4,3,16,:,16,0,16,,Season 58803
5,0,VFL Rome,21,10,7,4,36,:,29,7,37,11,6,3,2,20,:,13,7,21,10,4,4,2,16,:,16,0,16,,Season 58803
6,0,VFL Amsterdam,21,10,5,6,32,:,22,10,35,11,6,3,2,18,:,9,9,21,10,4,2,4,14,:,13,1,14,,Season 58803
7,-1,VFL Madrid,21,8,2,11,40,:,43,-3,26,10,5,1,4,19,:,15,4,16,11,3,1,7,21,:,28,-7,10,,Season 58803
8,1,VFL Edinburgh,21,7,5,9,23,:,31,-8,26,10,7,1,2,16,:,10,6,22,11,0,4,7,7,:,21,-14,4,,Season 58803
9,1,VFL Copenhagen,21,6,6,9,18,:,23,-5,24,11,4,2,5,13,:,13,0,14,10,2,4,4,5,:,10,-5,10,,Season 58803
10,-1,VFL Vienna,21,6,6,9,23,:,35,-12,24,11,5,4,2,18,:,14,4,19,10,1,2,7,5,:,21,-16,5,,Season 58803
11,1,VFL Brussels,21,5,8,8,21,:,22,-1,23,10,4,4,2,13,:,8,5,16,11,1,4,6,8,:,14,-6,7,,Season 58803
12,0,VFL Paris,21,6,5,10,27,:,30,-3,23,10,4,3,3,19,:,15,4,15,11,2,2,7,8,:,15,-7,8,,Season 58803
13,0,VFL Athens,21,5,8,8,30,:,37,-7,23,11,1,5,5,15,:,21,-6,8,10,4,3,3,15,:,16,-1,15,,Season 58803
14,0,VFL Bern,21,5,5,11,20,:,34,-14,20,11,4,2,5,14,:,16,-2,14,10,1,3,6,6,:,18,-12,6,,Season 58803
15,0,VFL Ankara,21,3,8,10,16,:,38,-22,17,10,1,6,3,4,:,10,-6,9,11,2,2,7,12,:,28,-16,8,,Season 58803
16,0,VFL Stockholm,21,4,3,14,28,:,46,-18,15,10,1,2,7,12,:,23,-11,5,11,3,1,7,16,:,23,-7,10,,Season 58803
1,0,VFL Berlin,22,15,3,4,51,:,21,30,48,10,9,0,1,32,:,7,25,27,12,6,3,3,19,:,14,5,21,,Season 58803
2,0,VFL Oslo,22,14,4,4,43,:,29,14,46,12,9,1,2,26,:,14,12,28,10,5,3,2,17,:,15,2,18,,Season 58803
3,0,VFL London,22,12,6,4,42,:,21,21,42,11,5,4,2,22,:,10,12,19,11,7,2,2,20,:,11,9,23,,Season 58803
4,0,VFL Lisbon,22,12,6,4,36,:,20,16,42,10,7,2,1,18,:,4,14,23,12,5,4,3,18,:,16,2,19,,Season 58803
5,0,VFL Rome,22,10,7,5,36,:,30,6,37,12,6,3,3,20,:,14,6,21,10,4,4,2,16,:,16,0,16,,Season 58803
6,0,VFL Amsterdam,22,10,5,7,32,:,24,8,35,11,6,3,2,18,:,9,9,21,11,4,2,5,14,:,15,-1,14,,Season 58803
7,0,VFL Madrid,22,9,2,11,42,:,44,-2,29,10,5,1,4,19,:,15,4,16,12,4,1,7,23,:,29,-6,13,,Season 58803
8,-1,VFL Copenhagen,22,7,6,9,19,:,23,-4,27,11,4,2,5,13,:,13,0,14,11,3,4,4,6,:,10,-4,13,,Season 58803
9,-1,VFL Brussels,22,6,8,8,25,:,22,3,26,11,5,4,2,17,:,8,9,19,11,1,4,6,8,:,14,-6,7,,Season 58803
10,1,VFL Edinburgh,22,7,5,10,23,:,35,-12,26,10,7,1,2,16,:,10,6,22,12,0,4,8,7,:,25,-18,4,,Season 58803
11,-1,VFL Paris,22,6,6,10,28,:,31,-3,24,11,4,4,3,20,:,16,4,16,11,2,2,7,8,:,15,-7,8,,Season 58803
12,1,VFL Vienna,22,6,6,10,24,:,37,-13,24,12,5,4,3,19,:,16,3,19,10,1,2,7,5,:,21,-16,5,,Season 58803
13,0,VFL Athens,22,5,8,9,30,:,39,-9,23,12,1,5,6,15,:,23,-8,8,10,4,3,3,15,:,16,-1,15,,Season 58803
14,0,VFL Bern,22,5,5,12,20,:,35,-15,20,11,4,2,5,14,:,16,-2,14,11,1,3,7,6,:,19,-13,6,,Season 58803
15,0,VFL Ankara,22,4,8,10,17,:,38,-21,20,11,2,6,3,5,:,10,-5,12,11,2,2,7,12,:,28,-16,8,,Season 58803
16,0,VFL Stockholm,22,4,3,15,29,:,48,-19,15,11,1,2,8,13,:,25,-12,5,11,3,1,7,16,:,23,-7,10,,Season 58803
1,0,VFL Berlin,23,16,3,4,55,:,21,34,51,11,10,0,1,36,:,7,29,30,12,6,3,3,19,:,14,5,21,,Season 58803
2,0,VFL Oslo,23,14,4,5,45,:,32,13,46,12,9,1,2,26,:,14,12,28,11,5,3,3,19,:,18,1,18,,Season 58803
3,0,VFL London,23,12,7,4,45,:,24,21,43,12,5,5,2,25,:,13,12,20,11,7,2,2,20,:,11,9,23,,Season 58803
4,0,VFL Lisbon,23,12,6,5,36,:,21,15,42,11,7,2,2,18,:,5,13,23,12,5,4,3,18,:,16,2,19,,Season 58803
5,-1,VFL Amsterdam,23,11,5,7,33,:,24,9,38,12,7,3,2,19,:,9,10,24,11,4,2,5,14,:,15,-1,14,,Season 58803
6,1,VFL Rome,23,10,8,5,39,:,33,6,38,12,6,3,3,20,:,14,6,21,11,4,5,2,19,:,19,0,17,,Season 58803
7,-1,VFL Brussels,23,7,8,8,26,:,22,4,29,11,5,4,2,17,:,8,9,19,12,2,4,6,9,:,14,-5,10,,Season 58803
8,1,VFL Madrid,23,9,2,12,42,:,46,-4,29,11,5,1,5,19,:,17,2,16,12,4,1,7,23,:,29,-6,13,,Season 58803
9,-1,VFL Edinburgh,23,8,5,10,24,:,35,-11,29,11,8,1,2,17,:,10,7,25,12,0,4,8,7,:,25,-18,4,,Season 58803
10,-1,VFL Paris,23,7,6,10,30,:,31,-1,27,11,4,4,3,20,:,16,4,16,12,3,2,7,10,:,15,-5,11,,Season 58803
11,1,VFL Copenhagen,23,7,6,10,19,:,24,-5,27,12,4,2,6,13,:,14,-1,14,11,3,4,4,6,:,10,-4,13,,Season 58803
12,-1,VFL Athens,23,6,8,9,31,:,39,-8,26,12,1,5,6,15,:,23,-8,8,11,5,3,3,16,:,16,0,18,,Season 58803
13,1,VFL Vienna,23,6,6,11,24,:,38,-14,24,12,5,4,3,19,:,16,3,19,11,1,2,8,5,:,22,-17,5,,Season 58803
14,0,VFL Bern,23,6,5,12,23,:,37,-14,23,12,5,2,5,17,:,18,-1,17,11,1,3,7,6,:,19,-13,6,,Season 58803
15,0,VFL Ankara,23,4,8,11,17,:,42,-25,20,11,2,6,3,5,:,10,-5,12,12,2,2,8,12,:,32,-20,8,,Season 58803
16,0,VFL Stockholm,23,4,3,16,29,:,49,-20,15,11,1,2,8,13,:,25,-12,5,12,3,1,8,16,:,24,-8,10,,Season 58803
1,0,VFL Berlin,24,16,3,5,55,:,23,32,51,12,10,0,2,36,:,9,27,30,12,6,3,3,19,:,14,5,21,,Season 58803
2,-1,VFL London,24,13,7,4,48,:,25,23,46,12,5,5,2,25,:,13,12,20,12,8,2,2,23,:,12,11,26,,Season 58803
3,1,VFL Oslo,24,14,4,6,45,:,33,12,46,12,9,1,2,26,:,14,12,28,12,5,3,4,19,:,19,0,18,,Season 58803
